time,prcp
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,9.9
2023-09-22,0.6
2023-09-23,0.1
2023-09-24,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
